FOR_Fields_Key,FOR_Field,FOR_Description,FOR_Fields_Time
0d247369a56e8da691a1627b5456e320,500303,Decision theory,2024-07-10
c223f8f01ff44bb50595c91a3c9ba040,500304,Environmental philosophy,2024-07-10
3d5ea3d0e139d38cd37c264bb766a725,500305,Epistemology,2024-07-10
94dc2377ecb7ed5b29b93f09d59dd351,500306,Ethical theory,2024-07-10
fb8ce3c610d86d64a7aa531229b50484,500307,Hermeneutics,2024-07-10
639d7849d764f4f22512131caefb9f7f,500308,Logic,2024-07-10
aee0a5f15565867bc78b2265bf1fbc97,500309,Metaphysics,2024-07-10
a16b57c743d46558c255f67520c8fb1b,500310,Phenomenology,2024-07-10
f6a388c3328bcf1e466da73ccc2b60d8,500311,Philosophical psychology (incl. moral psychology and philosophy of action),2024-07-10
1f6e186aa440fadbd18b4e4397b597d6,500312,Philosophy of cognition,2024-07-10
df8ee4425dfd76336c3aeb798d3d5903,500313,Philosophy of gender,2024-07-10
83482cf7a1d51896992fbae89207f381,500314,Philosophy of language,2024-07-10
637c41a72717abcb9827343e84ba24e3,500315,Philosophy of mind (excl. cognition),2024-07-10
e2548f5ffcbfb20a529c16d238f4d05c,500316,Philosophy of religion,2024-07-10
f2bcd528fa9723c5b7258ab73643cb7c,500317,Philosophy of science (excl. history and philosophy of specific fields),2024-07-10
cfa318cd69c8e611363936586bc1a18d,500318,Philosophy of specific cultures (incl. comparative philosophy),2024-07-10
f444e9e3b74172f1deaf63fae60c7657,500319,Poststructuralism,2024-07-10
e3bd22c76e6b155e8de79fedc2cc4d53,500320,Psychoanalytic philosophy,2024-07-10
208a3fd264c387fafd3cda86c8e16b53,500321,Social and political philosophy,2024-07-10
3434d7598eef6fe5736b2b03b106c4c3,500399,Philosophy not elsewhere classified,2024-07-10
27a6c99950686f13c24d214a4c33a48c,500401,Christian studies,2024-07-10
e07e808121ac41996f522e10814af058,500402,Comparative religious studies,2024-07-10
aec8be566afd8fd9f7124066b0a7e195,500403,Islamic studies,2024-07-10
78720d2c78774f81a6d60a57debf18f2,500404,Jewish studies,2024-07-10
7ac23bab088a2d9ca624ce7fb0c39e91,500405,"Religion, society and culture",2024-07-10
d854234cf1f26b77b259a8511912040b,500406,Studies in eastern religious traditions,2024-07-10
eaecea0ebf733c8013b46331e9e65963,500407,"Studies in religious traditions (excl. Eastern, Jewish, Christian and Islamic traditions)",2024-07-10
4f6daa3edbc060c97d4cb9f9fceed857,500499,Religious studies not elsewhere classified,2024-07-10
506de90748a452d0e709026c84955a35,500501,Theology,2024-07-10
4703f5c1985e3a41f286ed198ecc34d6,500599,Theology not elsewhere classified,2024-07-10
566abe71b0c33bb625010a096368dca6,509999,Other philosophy and religious studies not elsewhere classified,2024-07-10
55fbc2980e7b8868bd61c9b13d81915f,510101,Astrobiology,2024-07-10
306fa5d4bbf647c3cbe3a969474d8c6e,510102,Astronomical instrumentation,2024-07-10
6a421e9f4e12a280d35ea140105dce01,510103,Cosmology and extragalactic astronomy,2024-07-10
ae1c523ae6c372ce319d3d152c41e738,510104,Galactic astronomy,2024-07-10
c4bdf6a90b16f9837a68f7f7c35ee7fe,510105,General relativity and gravitational waves,2024-07-10
8f742f098a6b4ac36fa65041c15f7f68,510106,High energy astrophysics and galactic cosmic rays,2024-07-10
a958f29f73b72781719315fa860f8ba3,510107,Planetary science (excl. solar system and planetary geology),2024-07-10
77352a32c0b22c77de2ad6908b843a34,510108,Solar physics,2024-07-10
fdd1d32523d76ebbad4a77ef5c0da59a,510109,Stellar astronomy and planetary systems,2024-07-10
8634b2bff3e6e3430e1e603fe12a8810,510199,Astronomical sciences not elsewhere classified,2024-07-10
645a807df642fdddb3cb3ffc3dc9e55c,510201,Atomic and molecular physics,2024-07-10
7bf6f738b01e791aa103690228a8575d,510202,Lasers and quantum electronics,2024-07-10
e2c7a001428c33b71d08b54f254e0997,510203,Nonlinear optics and spectroscopy,2024-07-10
f90c8112d27579af4c8d660c4638144c,510204,"Photonics, optoelectronics and optical communications",2024-07-10
f539042aad1e67e5e74fcb85288f5a1e,510205,Terahertz physics,2024-07-10
86182449a5a2682ca8a4cec8871bdc54,510299,"Atomic, molecular and optical physics not elsewhere classified",2024-07-10
900727c112354855ce770883ba41130f,510301,Acoustics and acoustical devices; waves,2024-07-10
e4f074de811e23cea5e5a15c46619e34,510302,Classical and physical optics,2024-07-10
ca57e0a3494409aef1dba11e705b4d1c,510303,Electrostatics and electrodynamics,2024-07-10
662a2fbcfc15f29ba7ea63312643d4f7,510304,Thermodynamics and statistical physics,2024-07-10
9f0645828af9226d881e703f429d8aa6,510399,Classical physics not elsewhere classified,2024-07-10
a6c7005ee3d9ba9a66dea91b1b63bd73,510401,Condensed matter characterisation technique development,2024-07-10
32a484fe3dfd59eed8ccb00200c30b17,510402,Condensed matter imaging,2024-07-10
994ffdef4dbc22316684ac640deacf0a,510403,Condensed matter modelling and density functional theory,2024-07-10
f33be0b62a2ee2f3d106578e5c3ad05c,510404,Electronic and magnetic properties of condensed matter; superconductivity,2024-07-10
d585bf243bf4c0bd21ae1c41dc5920be,510405,Soft condensed matter,2024-07-10
506ff8f8ef74d792b79bf832e8722722,510406,Structural properties of condensed matter,2024-07-10
e607281b616d5523979741f42153e371,510407,Surface properties of condensed matter,2024-07-10
07b682cf41d5fee94747cdc0ecb5866d,510499,Condensed matter physics not elsewhere classified,2024-07-10
099888538cd3497ffef464f21ce170d8,510501,Biological physics,2024-07-10
aad2aedc6f6c8d1b79bf5e095234a3f6,510502,Medical physics,2024-07-10
b3b36beac43a0dfbde47d1c6278172c4,510599,Medical and biological physics not elsewhere classified,2024-07-10
5f0cdb99224558a9293e7958f90f289c,510601,Nuclear physics,2024-07-10
346888b8756046eef32cf6fd72c78dfb,510602,Plasma physics; fusion plasmas; electrical discharges,2024-07-10
8379a1a0fe02a197a08fceafb1c9b4ef,510699,Nuclear and plasma physics not elsewhere classified,2024-07-10
3b1c10e594a1b1804841e284f11fe0d1,510701,Astroparticle physics and particle cosmology,2024-07-10
b2efce80e71fc217c65e65987208aa61,510702,Field theory and string theory,2024-07-10
3039bf75f34b4e8ddba1a333411d0c85,510703,Particle physics,2024-07-10
685a6bfe53e3c2714189800498b0e587,510799,Particle and high energy physics not elsewhere classified,2024-07-10
bb2661f40476b4b87e1aee31a3ef6fb8,510801,Degenerate quantum gases and atom optics,2024-07-10
d71c44bc6df92afdb69a15645942b6d7,510802,Foundations of quantum mechanics,2024-07-10
e1e1bc9887d6f638951c710aa6f80302,510803,"Quantum information, computation and communication",2024-07-10
ef0bf862e248e4b1d648aaded30b63df,510804,Quantum optics and quantum optomechanics,2024-07-10
1b8c89856c6f8f60219475f58dfeb25b,510805,Quantum technologies,2024-07-10
e3a78ca04f002623dec2c4a14fe47b39,510899,Quantum physics not elsewhere classified,2024-07-10
dec1f1a121b09aaaf9445fc5b7d621e0,510901,Astrodynamics and space situational awareness,2024-07-10
d48b2ad81a2bfb0b3044cd88e72f4ba7,510902,Heliophysics and space weather,2024-07-10
5a3498409ab9b8dfc518c13091fb61f8,510903,"Mesospheric, thermospheric, ionospheric and magnetospheric physics",2024-07-10
0559fd6e2005b15d859eebc72174b361,510904,Solar system energetic particles,2024-07-10
4b4cddefa9df58a53b2b8d369fd3aa99,510905,Solar system planetary science (excl. planetary geology),2024-07-10
afb04edbeda01e437c644e84c1d539eb,510906,Space instrumentation,2024-07-10
61467b0dd4cb46716e9f11598e1d2437,510999,Space sciences not elsewhere classified,2024-07-10
e263fd10be47f1d2a752c5381e5e8f38,511001,Accelerators,2024-07-10
cb683f810af9be00d03280a058951a61,511002,Instruments and techniques,2024-07-10
e2712e2e12511e07e36d5c96bb34e815,511003,Synchrotrons,2024-07-10
c478bbe93a204bb184c432f169b3aaa8,511099,Synchrotrons and accelerators not elsewhere classified,2024-07-10
0d0460090ba387f98d0a8eee15f16a75,519901,Complex physical systems,2024-07-10
e4e38579b84d369620350cb1805fd282,519999,Other physical sciences not elsewhere classified,2024-07-10
166cb5affca4d320079b5d65a828f24d,520101,Child and adolescent development,2024-07-10
76a2ca6c77ba4f9f0a8557e0f649a3b1,520102,Educational psychology,2024-07-10
5b3418ccc7ba0acbe7a28d059d189518,520103,Forensic psychology,2024-07-10
70706df693643308362fa8559989a96d,520104,Industrial and organisational psychology (incl. human factors),2024-07-10
c2166e4dfcede03605018b5dc304b2be,520105,"Psychological methodology, design and analysis",2024-07-10
c134be80fec34c5b05f7464154900af8,520106,Psychology of ageing,2024-07-10
25f76b6d0e2573e8e19b676068578130,520107,Sport and exercise psychology,2024-07-10
e9f41ed96e63ca1be6aea099625afe6f,520108,"Testing, assessment and psychometrics",2024-07-10
be0b43fe7bd283d632eb8ad9d6b82bf4,520199,Applied and developmental psychology not elsewhere classified,2024-07-10
d006c86f1e471cef96dccb04e8deb1f6,520201,Behavioural genetics,2024-07-10
4558130e773e40887ca0a5c2958fe129,520202,Behavioural neuroscience,2024-07-10
31f24daee78c97e679568df91bd7ea85,520203,Cognitive neuroscience,2024-07-10
fec50efe427f4c4003d08744cc13a233,520204,Evolutionary psychological studies,2024-07-10
b51f97a6d6c5d9f94e0cd01d30fddfc3,520205,Psychopharmacology,2024-07-10
ca94961afe84e4eef0bd28f1537d2b8a,520206,Psychophysiology,2024-07-10
eac3bc96c3121a753064166a26eab6c0,520207,Social and affective neuroscience,2024-07-10
069c249e04ed6ed1f289cd834d1b2d12,520299,Biological psychology not elsewhere classified,2024-07-10
576f0dfb3b67052b824172b4fda0695c,520301,Clinical neuropsychology,2024-07-10
f4750f6103de1274c15c73fbc47722ca,520302,Clinical psychology,2024-07-10
c8f08190c162ed5c5f0c97431cca3a55,520303,Counselling psychology,2024-07-10
5ce5325a1fec190f10133ed067839133,520304,Health psychology,2024-07-10
f697f0c39ef1c7417349a2cb150d0a89,520399,Clinical and health psychology not elsewhere classified,2024-07-10
b96eec707a49c6922853f01bd31889e6,520401,Cognition,2024-07-10
6304bfcf3556795d735594881345be07,520402,Decision making,2024-07-10
3d44c9fd21bba2fe9845b6517af7d605,520403,"Learning, motivation and emotion",2024-07-10
89502fec72345f04cc28023cd74cfe20,520404,Memory and attention,2024-07-10
586a8e7b24659d0aa0ced10d929237ac,520405,Psycholinguistics (incl. speech production and comprehension),2024-07-10
03f36d826d077c1d2e2e37fc85b8831f,520406,"Sensory processes, perception and performance",2024-07-10
08310b0bdd5c60bc908da4a0b6aa9197,520499,Cognitive and computational psychology not elsewhere classified,2024-07-10
3f68de01e01d4dcc5fbf355f9f652024,520501,Community psychology,2024-07-10
6c2bd189a7f1a558514473dc65c483fa,520502,Gender psychology,2024-07-10
3aad527bc556c3c1c7821fe2bef9727c,520503,Personality and individual differences,2024-07-10
b3c986a28bcc141c7feeb25822090d11,520504,Psychology of religion,2024-07-10
109f1d68ace1fddd1f4c38a112c53b3a,520505,Social psychology,2024-07-10
dacd36983e7a7d75da4dbf3369818b9f,520599,Social and personality psychology not elsewhere classified,2024-07-10
94982d964e5e925cfc1efa7afdb42047,529999,Other psychology not elsewhere classified,2024-07-10
